English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
adoption,adozione,/adotsione/,She might assume that title by adoption.,Potrebbe assumere questo titolo per adozione.,/potrɛbːe assumere kwesto titolo per adotsione./,B2,Activities,"B2,Activities",
ash,cenere,/tʃenere/,This was for the ashes.,Questo era per le ceneri.,/kwesto ɛra per le tʃenerɪ./,B2,Activities,"B2,Activities",
athletics,atletica,/atlɛtika/,Where are the athletics championships this year?,Dove sono i campionati di atletica quest'anno?,/dove sono i kampjonatɪ dɪ atlɛtika kwestanno?/,B2,Activities,"B2,Activities",
breakup,rottura,/rotːura/,The breakup was tough for Sami.,La rottura è stata dura per Sami.,/la rotːura e stata dura per samɪ./,B2,Activities,"B2,Activities",
burglary,furto con scasso,/furto kon skasso/,Flat burglary as ever was committed.,Un furto con scasso mai commesso prima.,/ʊn furto kon skasso maj kommesso prima./,B2,Activities,"B2,Activities",
burial,sepoltura,/sepoltura/,"Take hence the rest, and give them burial here.",Portate via gli altri e date loro sepoltura qui.,/portate via ʎɪ altrɪ e date lɔro sepoltura kwi./,B2,Activities,"B2,Activities",
carnival,carnevale,/karnevale/,Carnival is quite a spectacle.,Il Carnevale è un vero spettacolo.,/il karnevale e ʊn vero spetːakolo./,B2,Activities,"B2,Activities",
carve,scolpire,/skolpire/,Can you carve the chicken?,Puoi intagliare il pollo?,/pʊɔi intaʎare il pollo?/,B2,Activities,"B2,Activities",
chemotherapy,chemioterapia,/kemjoterapia/,He has cancer and he goes to chemotherapy.,Ha il cancro e si sottopone alla chemioterapia.,/a il kankro e sɪ sotːopone alla kemjoterapia./,B2,Activities,"B2,Activities",
coincide,coincidere,/kointʃidere/,The article was published to coincide with the summit.,L'articolo è stato pubblicato in concomitanza con il vertice.,/lartikolo e stato pʊbːlikato in konkomitantsa kon il vɛrtitʃe./,B2,Activities,"B2,Activities",
completion,completamento,/kompletamento/,"Pray, ’ said Kate, in great confusion, while these preliminaries were in course of completion.","Prego"", disse Kate, in gran confusione, mentre questi preliminari erano in corso di completamento.","/prɛɡo"", disse keɪt̪, in ɡran konfʊzione, mentre kwestɪ preliminarɪ ɛrano in korso dɪ kompletamento./",B2,Activities,"B2,Activities",
compression,compressione,/kompressjone/,"There has been suction, compression (including ignition), combustion, and exhaustion.","C'è stata aspirazione, compressione (compresa l'accensione), combustione ed esaurimento.","/tʃe stata aspiratsione, kompressjone (kompreza latʃːensjone), kombʊstjone ed ezaʊrimento./",B2,Activities,"B2,Activities",
conceal,nascondere,/naskondere/,So did you conceal it?,Quindi l'ha nascosto?,/kwindɪ la naskosto?/,B2,Activities,"B2,Activities",
conquest,conquista,/konkwista/,After many conquests we shall attain simplicity.,Dopo molte conquiste raggiungeremo la semplicità.,/dopo molte konkwiste radʒːʊndʒerɛmo la semplitʃita./,B2,Activities,"B2,Activities",
cooperation,cooperazione,/kooperatsione/,Any kind of cooperation with Tom is impossible.,Qualsiasi tipo di collaborazione con Tom è impossibile.,/kwalsiazɪ tipo dɪ kollaboratsione kon tɔm e impossibile./,B2,Activities,"B2,Activities",
cybercrime,criminalità informatica,/kriminalita informatika/,Cybercrime is on the rise.,La criminalità informatica è in aumento.,/la kriminalita informatika e in aʊmento./,B2,Activities,"B2,Activities",
disappearance,scomparsa,/skomparsa/,"It is steady, imperturbable, observing disappearance.","È costante, imperturbabile, osserva la scomparsa.","/e kostante, impertʊrbabile, ossɛrva la skomparsa./",B2,Activities,"B2,Activities",
diversion,diversione,/diversjone/,"I want diversion, and I have done with men and women.","Voglio un diversivo, e l'ho fatto con uomini e donne.","/voʎo ʊn diversivo, e lo fatːo kon wɔminɪ e dɔnne./",B2,Activities,"B2,Activities",
doom,sventura,/zventura/,My doom was on me.,Il mio destino era su di me.,/il mio destino ɛra sʊ dɪ me./,B2,Activities,"B2,Activities",
duel,duello,/dʊɛllo/,This is the decisive duel.,Questo è il duello decisivo.,/kwesto ɛ il dʊɛllo detʃizivo./,B2,Activities,"B2,Activities",
emergence,emergenza,/emerdʒɛntsa/,"| Ummagga is from ummujjati, just below, “uprising, emergence”.","| Ummagga viene da ummujjati, appena sotto, ""insorgere, emergere"".","/ʊmmaɡːa vjɛne da ʊmmʊdʒdʒatɪ, apːena sotːo, ""insɔrdʒere, emɛrdʒere""./",B2,Activities,"B2,Activities",
emission,emissione,/emissjone/,The section on emission of semen is finished.,La sezione sull'emissione di sperma è terminata.,/la setsione sʊllemissjone dɪ spɛrma e terminata./,B2,Activities,"B2,Activities",
engulf,inghiottire,/iŋɡjotːire/,Learning their religion will just engulf you in poverty.,Imparare la loro religione non farà altro che inghiottirvi nella povertà.,/impaɾare la lɔro relidʒone non faɾa altro ke iŋɡjotːirvɪ nella poverta./,B2,Activities,"B2,Activities",
evacuation,evacuazione,/evakʊatsione/,"In its mode of prevalence and propagation it is very similar to enteric fever, being infectious by means of the evacuations.","Per le sue modalità di diffusione e propagazione è molto simile alla febbre enterica, essendo infettiva attraverso le evacuazioni.","/per le sʊe modalita dɪ diffʊzione e propaɡatsione e molto simile alla fɛbːre enterika, essɛndo infetːiva atːravɛrso le evakʊatsionɪ./",B2,Activities,"B2,Activities",
