English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
accompany,accompagnare,/akːompaɲare/,"Will you accompany me, ” said Mr.","Vuole accompagnarmi?"", ha detto Mr.","/vʊɔle akːompaɲarmɪ?"", a detːo ɛmmeɛrɾe./",B1,Food,"B1,Food",
accomplish,realizzare,/realidzːare/,"O miserable thought, and more unlikely Than to accomplish twenty golden crowns.","O misero pensiero, e più improbabile che realizzare venti corone d'oro.","/o mizero pensiɛro, e pjʊ improbabile ke realidzːare vɛntɪ korɔne dɔro./",B1,Food,"B1,Food",
adapt,adattarsi,/adatːarsɪ/,"You are encouraged to copy, reproduce, adapt, alter, or otherwise make use of this translation.","Siete invitati a copiare, riprodurre, adattare, alterare o utilizzare in altro modo questa traduzione.","/sjete invitatɪ a kopjare, riprodurɾe, adatːare, alterare o ʊtilidzːare in altro mɔdo kwesta tradʊtsione./",B1,Food,"B1,Food",
adopt,adottare,/adotːare/,Kleuker does not adopt this opinion.,Kleuker non adotta questa opinione.,/kleʊkɛr non adɔtːa kwesta opinjone./,B1,Food,"B1,Food",
afford,permettersi,/permettersɪ/,I can’t afford to it.,Non posso permettermelo.,/non pɔsso permettermelo./,B1,Food,"B1,Food",
alcohol,alcool,/alkoːl/,Is it soluble in alcohol?,È solubile in alcol?,/e solubile in alkol?/,B1,Food,"B1,Food",
assign,assegnare,/asseɲare/,Assign’d am I to be the English scourge.,Sono stato incaricato di essere il flagello inglese.,/sono stato inkarikato dɪ ɛssere il fladʒɛllo iŋɡleze./,B1,Food,"B1,Food",
assume,assumere,/assumere/,"He could assume anything, Sir, ’ said Job.","Potrebbe supporre qualsiasi cosa, signore"", disse Giobbe.","/potrɛbːe sʊpːɔrɾe kwalsiazɪ kɔza, siɲore"", disse dʒɔbːe./",B1,Food,"B1,Food",
bitter,amaro,/amaro/,This is a bitter wind!,Questo è un vento amaro!,/kwesto ɛ ʊn vɛnto amaro!/,B1,Food,"B1,Food",
breast,seno,/seno/,My heart is in thy breast.,Il mio cuore è nel tuo petto.,/il mio kʊɔre e nel tʊo pɛtːo./,B1,Food,"B1,Food",
breed,razza,/ratsːa/,The breed of domestic animals was infinitely multiplied.,Le razze di animali domestici si moltiplicarono all'infinito.,/le ratsːe dɪ animalɪ domɛstitʃɪ sɪ moltiplikarono allinfinito./,B1,Food,"B1,Food",
breeding,allevamento,/allevamento/,"My breeding was, sir, as Your Highness knows.","Il mio allevamento lo era, signore, come Vostra Altezza sa.","/il mio allevamento lo ɛra, siɲore, kome vɔstra altetsːa sa./",B1,Food,"B1,Food",
broccoli,broccoli,/brokːolɪ/,She wants to plant broccoli together with her kids.,Vuole piantare i broccoli insieme ai suoi figli.,/vʊɔle pjantare i brokːolɪ insɪɛme aj sʊɔi fiʎɪ./,B1,Food,"B1,Food",
burning,bruciare,/brʊtʃare/,"She has been burning ’em, sir!","Li ha bruciati, signore!","/lɪ a brʊtʃatɪ, siɲore!/",B1,Food,"B1,Food",
cabbage,cavolo,/kavolo/,Give the nutritive value of cabbage.,Indicare il valore nutritivo del cavolo.,/indikare il valore nʊtritivo del kavolo./,B1,Food,"B1,Food",
capture,cattura,/katːura/,There was a small log raft there which they meant to capture.,Lì c'era una piccola zattera di tronchi che intendevano catturare.,/li tʃɛra ʊna pikːola dzatːera dɪ tronkɪ ke intendevano katːʊrare./,B1,Food,"B1,Food",
chewing,masticare,/mastikare/,What I like is chewing-gum.,Mi piace il chewing-gum.,/mɪ pjatʃe il tʃuɪŋ ɡam./,B1,Food,"B1,Food",
choir,coro,/kɔro/,I have choir practice tonight.,Stasera ho le prove del coro.,/sta sera o le prɔve del kɔro./,B1,Food,"B1,Food",
cod,merluzzo,/merlutsːo/,"Cod, I thought as much last night!","Cod, l'ho pensato anch'io ieri sera!","/kod, lo pensato ankio jɛrɪ sera!/",B1,Food,"B1,Food",
coloured,colorato,/kolorato/,"Elizabeth coloured, and said, “A little.","Elizabeth si colorò e disse: ""Un po'.","/elizabet̪ sɪ koloɾɔ e disse: ""ʊn po./",B1,Food,"B1,Food",
compose,comporre,/kompɔrɾe/,"Oh, I can’t compose myself, ” shrieked the widow.","Oh, non riesco a compormi"", gridò la vedova.","/oː, non riesko a kompɔrmɪ"", ɡridɔ la vedova./",B1,Food,"B1,Food",
compound,composto,/komposto/,What are the mixed compounds?,Quali sono i composti misti?,/kwalɪ sono i kompostɪ mistɪ?/,B1,Food,"B1,Food",
conduct,condotta,/kondotːa/,I will be his conduct.,Sarò la sua condotta.,/saɾɔ la sʊa kondotːa./,B1,Food,"B1,Food",
confusing,confuso,/konfuzo/,"Māgaṇḍiya objects, saying this is all too confusing.","Māgaṇḍiya obietta, dicendo che è tutto troppo confuso.","/ɛmme aːmakron dʒi a letːeːraunoeːkwatːrosɛtːe letːeːraunoeːdzɛɾod̪iː i ipsilon a objetːa, ditʃɛndo ke e tutːo trɔpːo konfuzo./",B1,Food,"B1,Food",
constitute,costituire,/kostitʊire/,"Success in entertaining is accomplished by magnetism and tact, which combined constitute social genius.","Il successo nell'intrattenimento si ottiene grazie al magnetismo e al tatto, che combinati insieme costituiscono il genio sociale.","/il sʊtʃːɛsso nellintratːenimento sɪ otːjɛne ɡratsje al maɲetizmo e al tatːo, ke kombinatɪ insɪɛme kostitʊiskono il dʒɛnio sotʃale./",B1,Food,"B1,Food",
construct,costruire,/kostrʊire/,Construct glasses to see the moon magnified.,Costruire occhiali per vedere la luna ingrandita.,/kostrʊire okːjalɪ per vedere la luna iŋɡrandita./,B1,Food,"B1,Food",
consume,consumare,/konsʊmare/,Thou canst consume; but I can then be ashes.,"Tu puoi consumare, ma io posso essere cenere.","/tʊ pʊɔi konsʊmare, ma io pɔsso ɛssere tʃenere./",B1,Food,"B1,Food",
courgette,zucchina,/dzʊkːina/,Courgettes are a summer vegetable.,Le zucchine sono un ortaggio estivo.,/le dzʊkːine sono ʊn ortadʒːo estivo./,B1,Food,"B1,Food",
craft,artigianato,/artidʒanato/,Which is the best craft?,Qual è il mestiere migliore?,/kwal e il mestiɛre miʎore?/,B1,Food,"B1,Food",
crop,raccolto,/rakːɔlto/,Can’t you talk about crops or something?,Non potete parlare di coltivazioni o altro?,/non potete parlare dɪ koltivatsionɪ o altro?/,B1,Food,"B1,Food",
crossing,attraversamento,/atːraversamento/,We was crossing the road.,Stavamo attraversando la strada.,/stavamo atːraversando la strada./,B1,Food,"B1,Food",
cucumber,cetriolo,/tʃetriɔlo/,Give the general composition of cucumbers.,Indicare la composizione generale dei cetrioli.,/indikare la kompozitsione dʒenerale deɪ tʃetriɔlɪ./,B1,Food,"B1,Food",
cultivate,coltivare,/koltivare/,And what is the principle to cultivate?,E qual è il principio da coltivare?,/e kwal e il printʃipio da koltivare?/,B1,Food,"B1,Food",
decorate,decorare,/dekorare/,"Vaṅgīsa doesn’t merely decorate the verses, but expands the meaning, claiming, for example, that “truth is the undying word”.","Vaṅgīsa non si limita a decorare i versi, ma ne espande il significato, affermando, ad esempio, che ""la verità è la parola eterna"".","/vu a letːeːraunoeːkwatːrotʃinkwe dʒi iːmakron ɛsse a non sɪ limita a dekorare i versɪ, ma ne espande il siɲifikato, affermando, ad ezɛmpio, ke ""la verita e la paɾɔla etɛrna""./",B1,Food,"B1,Food",
delight,delizia,/delitsia/,You take delight in vexing me.,Ti diverti a tormentarmi.,/tɪ divɛrtɪ a tormentarmɪ./,B1,Food,"B1,Food",
delighted,deliziato,/delitsjato/,You’ll be delighted with him.,Ne sarete entusiasti.,/ne sarete entʊzjastɪ./,B1,Food,"B1,Food",
diagram,diagramma,/djaɡramma/,The diagram given on Pl.,Il diagramma riportato in Pl.,/il djaɡramma riportato in piɛlle./,B1,Food,"B1,Food",
disk,disco,/disko/,Either the moon or the planet Mercury was passing across the sun’s disk.,La luna o il pianeta Mercurio stavano attraversando il disco solare.,/la luna o il pjaneta merkurio stavano atːraversando il disko solare./,B1,Food,"B1,Food",
drag,trascinare,/traʃinare/,The craze was for drags or coaches.,La mania era quella di trascinare o allenare.,/la mania ɛra kwella dɪ traʃinare o allenare./,B1,Food,"B1,Food",
empire,impero,/impɛro/,The empire was divided into four parts.,L'impero era diviso in quattro parti.,/limpɛro ɛra divizo in kwatːro partɪ./,B1,Food,"B1,Food",
endure,sopportare,/sopːortare/,Must I endure all this?,Devo sopportare tutto questo?,/dɛvo sopːortare tutːo kwesto?/,B1,Food,"B1,Food",
enrich,arricchire,/arɾikːire/,"What lady is that, which doth enrich the hand Of yonder knight?",Qual è la dama che arricchisce la mano di quel cavaliere?,/kwal e la dama ke arɾikːiʃe la mano dɪ kwel kavaliɛre?/,B1,Food,"B1,Food",
exhausted,esaurito,/ezaʊrito/,I had exhausted my emotion.,Avevo esaurito le mie emozioni.,/avevo ezaʊrito le mie emotsionɪ./,B1,Food,"B1,Food",
extend,estendere,/estɛndere/,To Lacedaemon did my land extend.,La mia terra si estendeva fino a Lacedemone.,/la mia tɛrɾa sɪ estendɛva fino a latʃedemone./,B1,Food,"B1,Food",
feast,banchetto,/banketːo/,"Here, I will mend thy feast.","Ecco, riparerò il tuo banchetto.","/ɛkːo, ripareɾɔ il tʊo banketːo./",B1,Food,"B1,Food",
filling,riempimento,/riempimento/,"A drain for the boy, ” said Toby, half-filling a wine-glass.","Uno scarico per il ragazzo"", disse Toby, riempiendo a metà un bicchiere di vino.","/uno skariko per il raɡatsːo"", disse tobɪ, riempjɛndo a meta ʊn bikːiɛre dɪ vino./",B1,Food,"B1,Food",
finding,trovare,/trovare/,"Finding she had done right, Mrs.","Accorgendosi di aver fatto bene, Mrs.","/akːordʒendozɪ dɪ avɛr fatːo bɛne, ɛmmeɛrɾeɛsse./",B1,Food,"B1,Food",
fixed,fisso,/fisso/,Darcy was fixed in astonishment.,Darcy rimase fisso nello stupore.,/dartʃɪ rimaze fisso nello stʊpore./,B1,Food,"B1,Food",
furnish,arredare,/arɾedare/,I will furnish it anon with new contents.,Lo rifornirò presto di nuovi contenuti.,/lo riforniɾɔ prɛsto dɪ nʊɔvɪ kontenutɪ./,B1,Food,"B1,Food",
gardening,giardinaggio,/dʒardinadʒːo/,"Nor does it consider the grouping of trees for aesthetic effect, --that would be landscape gardening.","Non considera nemmeno il raggruppamento di alberi per effetto estetico, che sarebbe un'operazione di giardinaggio.","/non konsidera nemmeno il raɡːrʊpːamento dɪ alberɪ per effɛtːo estɛtiko, ke sarɛbːe ʊnoperatsione dɪ dʒardinadʒːo./",B1,Food,"B1,Food",
generate,generare,/dʒenerare/,And they can’t generate an eighth rebirth.,E non possono generare un'ottava rinascita.,/e non pɔssono dʒenerare ʊnotːava rinaʃita./,B1,Food,"B1,Food",
ginger,zenzero,/dzendzero/,Ginger!—what the devil is ginger?,Zenzero! Che diavolo è lo zenzero?,/dzendzero! ke djavolo e lo dzendzero?/,B1,Food,"B1,Food",
grain,grano,/ɡrano/,The grain likewise was destroyed.,Anche il grano fu distrutto.,/anke il ɡrano fʊ distrutːo./,B1,Food,"B1,Food",
gravy,sugo,/suɡo/,"Joe offered me more gravy, which I was afraid to take.","Joe mi offrì altro sugo, che io avevo paura di prendere.","/dʒoe mɪ offri altro suɡo, ke io avevo paʊra dɪ prɛndere./",B1,Food,"B1,Food",
hammer,martello,/martɛllo/,"Thus, you were to hammer boys round—Old Clem!","Così, dovevate martellare i ragazzi intorno al vecchio Clem!","/kozi, dovevate martellare i raɡatsːɪ intorno al vɛkːio klɛm!/",B1,Food,"B1,Food",
hang,appendere,/apːɛndere/,These hang-dog outcasts have it.,Questi emarginati hanno la possibilità di farlo.,/kwestɪ emardʒinatɪ anno la possibilita dɪ farlo./,B1,Food,"B1,Food",
hanging,appeso,/apːezo/,This may prove worse than hanging.,Questo potrebbe rivelarsi peggiore dell'impiccagione.,/kwesto potrɛbːe rivelarsɪ pedʒːore dellimpikːadʒone./,B1,Food,"B1,Food",
harness,imbracatura,/imbrakatura/,And it was bound with a strong harness.,Ed era legato con una robusta imbracatura.,/ed ɛra leɡato kon ʊna robusta imbrakatura./,B1,Food,"B1,Food",
