English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
ant,formica,/formika/,It was a human ant-heap overtaken by the sea.,Era un formicaio umano travolto dal mare.,/ɛra ʊn formikaio ʊmano travɔlto dal mare./,B1,Home,"B1,Home",
camel,cammello,/kammɛllo/,"In the fourth century, many camels might have been laden with law-books.","Nel IV secolo, molti cammelli potevano essere carichi di libri di legge.","/nel kwaːrto sɛkolo, moltɪ kammɛllɪ potevano ɛssere karikɪ dɪ librɪ dɪ ledʒːe./",B1,Home,"B1,Home",
cattle,bestiame,/bestjame/,"Cattle, of things that go forth.","Il bestiame, tra le cose che vanno avanti.","/il bestjame, tra le kɔze ke vanno avantɪ./",B1,Home,"B1,Home",
cave,grotta,/ɡrɔtːa/,Is it far in the cave?,È lontano nella grotta?,/e lontano nella ɡrɔtːa?/,B1,Home,"B1,Home",
cliff,scogliera,/skoʎɛra/,"Go an hour more, and you’ll see a large, steep cliff.",Ancora un'ora e vedrete una grande e ripida scogliera.,/ankora ʊnora e vedrete ʊna ɡrande e ripida skoʎɛra./,B1,Home,"B1,Home",
coal,carbone,/karbone/,What would he do with coals?,Cosa farebbe con i carboni?,/kɔza farɛbːe kon i karbonɪ?/,B1,Home,"B1,Home",
comet,cometa,/kometa/,"When William Herschel discovered Uranus, he at first thought he had discovered a comet.","Quando William Herschel scoprì Urano, all'inizio pensò di aver scoperto una cometa.","/kwando william ɛrskel skopri ʊrano, allinitsio pensɔ dɪ avɛr skopɛrto ʊna kometa./",B1,Home,"B1,Home",
dolphin,delfino,/delfino/,"Then, of course, you know the Piræus, "" continued the Dolphin.","Allora, naturalmente, conoscete il Piræus"", continuò il Delfino.","/allora, natʊralmente, konoʃete il piraʊs"", kontinʊɔ il delfino./",B1,Home,"B1,Home",
electron,elettrone,/eletːrone/,Proof that the Electrons are not Matter.,Prova che gli elettroni non sono materia.,/prɔva ke ʎɪ eletːronɪ non sono matɛria./,B1,Home,"B1,Home",
giraffe,giraffa,/dʒiraffa/,A fight between two male giraffes can occasionally end in death.,Una lotta tra due giraffe maschio può occasionalmente finire con la morte.,/ʊna lɔtːa tra due dʒiraffe maskio pʊɔ okːazionalmente finire kon la mɔrte./,B1,Home,"B1,Home",
gorilla,gorilla,/ɡorilla/,"It was the Ape Gigans, the antediluvian gorilla.","Era l'Ape Gigans, il gorilla antidiluviano.","/ɛra lape dʒiɡans, il ɡorilla antidilʊvjano./",B1,Home,"B1,Home",
isle,isola,/izola/,"You’d be King o’ the isle, sirrah?","Lei sarebbe il re dell'isola, signore?","/lɛi sarɛbːe il rɛ dellizola, siɲore?/",B1,Home,"B1,Home",
mankind,umanità,/ʊmanita/,"These qualities among mankind are impermanent, transient, and perishable.","Queste qualità tra gli uomini sono impermanenti, transitorie e deperibili.","/kweste kwalita tra ʎɪ wɔminɪ sono impermanɛntɪ, transitɔrie e deperibilɪ./",B1,Home,"B1,Home",
mosquito,zanzara,/dzandzaɾa/,"We will endure the touch of flies, mosquitoes, wind, sun, and reptiles.","Sopporteremo il tocco di mosche, zanzare, vento, sole e rettili.","/sopːorterɛmo il tokːo dɪ moske, dzandzare, vɛnto, sole e rɛtːilɪ./",B1,Home,"B1,Home",
ness,ness,/ness/,"How are you gettin’ on, and how is the chandlery bis’ness likely to do?","Come sta andando, e come si prospetta il successo del negozio di alimentari?","/kome sta andando, e kome sɪ prospɛtːa il sʊtʃːɛsso del neɡɔtsio dɪ alimentarɪ?/",B1,Home,"B1,Home",
pond,stagno,/staɲɲo/,No apologies are necessary for the pond.,Non sono necessarie scuse per lo stagno.,/non sono netʃessarie skuze per lo staɲɲo./,B1,Home,"B1,Home",
seaweed,alghe,/alɡe/,Some types of seaweed are edible and are low in fat and high in protein.,Alcuni tipi di alghe sono commestibili e hanno un basso contenuto di grassi e un alto contenuto di proteine.,/alkʊnɪ tipɪ dɪ alɡe sono kommestibilɪ e anno ʊn basso kontenuto dɪ ɡrassɪ e ʊn alto kontenuto dɪ proteine./,B1,Home,"B1,Home",
volcano,vulcano,/vʊlkano/,"In fact, the mountain was a volcano.","In realtà, la montagna era un vulcano.","/in realta, la montaɲɲa ɛra ʊn vʊlkano./",B1,Home,"B1,Home",
waterfall,cascata,/kaskata/,Are we advancing towards some mighty waterfall which shall cast us into the abyss?,Stiamo avanzando verso una potente cascata che ci getterà nell'abisso?,/stjamo avantsando vɛrso ʊna potɛnte kaskata ke tʃɪ dʒetːeɾa nellabisso?/,B1,Home,"B1,Home",
wetland,zona umida,/dzɔna umida/,"Swamps, marshes, and bogs are types of wetlands.","Paludi, acquitrini e torbiere sono tipi di zone umide.","/paludɪ, akːwitrinɪ e torbiɛre sono tipɪ dɪ dzɔne umide./",B1,Home,"B1,Home",
