English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
agriculture,agricoltura,/aɡrikoltura/,"↩ Scarcity has arisen because of greed, giving rise to agriculture and land ownership.","La scarsità è sorta a causa dell'avidità, dando origine all'agricoltura e alla proprietà della terra.","/la skarsita e sɔrta a kaʊza dellavidita, dando oridʒine allaɡrikoltura e alla proprieta della tɛrɾa./",B1,Professional,"B1,Professional",
appoint,nominare,/nominare/,You should appoint a nun as her companion.,Dovreste nominare una suora come sua compagna.,/dovreste nominare ʊna sʊɔra kome sʊa kompaɲɲa./,B1,Professional,"B1,Professional",
arise,sorgere,/sordʒere/,"Arise, you shall not kneel.","Alzatevi, non inginocchiatevi.","/altsatevɪ, non indʒinokːjatevɪ./",B1,Professional,"B1,Professional",
assist,assistere,/assistere/,These measures may assist fancy and elucidate facts.,Queste misure possono aiutare la fantasia e chiarire i fatti.,/kweste mizure pɔssono ajʊtare la fantazia e kjarire i fatːɪ./,B1,Professional,"B1,Professional",
attach,allegare,/alleɡare/,"Go, some of you, whoe’er you find attach.","Andate, alcuni di voi, chiunque vi troviate attaccati.","/andate, alkʊnɪ dɪ voi, kjunkwe vɪ trovjate atːakːatɪ./",B1,Professional,"B1,Professional",
attain,raggiungere,/radʒːundʒere/,How did you attain it?,Come l'ha ottenuta?,/kome la otːenuta?/,B1,Professional,"B1,Professional",
bedside,capezzale,/kapetsːale/,They were at her bedside for weeks.,Sono stati al suo capezzale per settimane.,/sono statɪ al sʊo kapetsːale per setːimane./,B1,Professional,"B1,Professional",
booking,prenotazione,/prenotatsione/,"He always prints, I know, ‘cos he learnt writin’ from the large bills in the booking-offices.","Stampa sempre, lo so, perché ha imparato a scrivere dalle grandi banconote degli uffici contabili.","/stampa sɛmpre, lo sɔ, perke a impaɾato a skrivere dalle ɡrandɪ bankonɔte deʎɪ ʊffitʃɪ kontabilɪ./",B1,Professional,"B1,Professional",
bump,urto,/urto/,"Belaṭṭha Kaccāna was awestruck, with goose bumps all over.","Belaṭṭha Kaccāna era impressionato, con la pelle d'oca dappertutto.","/bi e ɛlle a letːeːraunoeːsɛjd̪iː letːeːraunoeːsɛjd̪iː akːa a kakːana ɛra impressjonato, kon la pɛlle dɔka dapːertutːo./",B1,Professional,"B1,Professional",
bunch,mazzo,/matsːo/,That was well done to tie a bunch of grass upon his back.,È stato ben fatto per legare un mucchio d'erba sulla sua schiena.,/e stato bɛn fatːo per leɡare ʊn mukːio dɛrba sʊlla sʊa skjɛna./,B1,Professional,"B1,Professional",
campaign,campagna,/kampaɲɲa/,We went at once into our Plan of Campaign.,Ci siamo subito dedicati al nostro piano di campagna.,/tʃɪ sjamo subito dedikatɪ al nɔstro pjano dɪ kampaɲɲa./,B1,Professional,"B1,Professional",
campsite,campeggio,/kampedʒːo/,"And in the caravan’s first campsite they saw no grass, wood, or water.","E nel primo campeggio della carovana non videro né erba, né legna, né acqua.","/e nel primo kampedʒːo della karovana non videro ne ɛrba, ne leɲɲa, ne akːwa./",B1,Professional,"B1,Professional",
civilization,civiltà,/tʃivilta/,Modern civilization is founded on science and education.,La civiltà moderna è fondata sulla scienza e sull'istruzione.,/la tʃivilta modɛrna e fondata sʊlla ʃɛntsa e sʊllistrʊtsione./,B1,Professional,"B1,Professional",
classify,classificare,/klassifikare/,"And thus, classifying he does not classify; arguing, he does not argue.","E così, classificando non classifica; argomentando, non argomenta.","/e kozi, klassifikando non klassifika; arɡomentando, non arɡomenta./",B1,Professional,"B1,Professional",
combination,combinazione,/kombinatsione/,The combination is a dreadful one.,La combinazione è terribile.,/la kombinatsione e terɾibile./,B1,Professional,"B1,Professional",
commit,impegnarsi,/impeɲarsɪ/,"Reverend Sāriputta, I will commit suicide.","Reverendo Sāriputta, mi suiciderò.","/reverɛndo sariputːa, mɪ sʊitʃideɾɔ./",B1,Professional,"B1,Professional",
confirm,confermare,/konfermare/,What she says I’ll confirm.,Quello che dice lo confermerò.,/kwello ke ditʃe lo konfermeɾɔ./,B1,Professional,"B1,Professional",
contribute,contribuire,/kontribʊire/,To what extent may nuts contribute to the nutritive value of a ration?,In che misura la frutta a guscio può contribuire al valore nutritivo di una razione?,/in ke mizura la frutːa a ɡuʃo pʊɔ kontribʊire al valore nʊtritivo dɪ ʊna ratsione?/,B1,Professional,"B1,Professional",
council,Consiglio,/konsiʎo/,A midnight council was called.,Fu convocato un consiglio di mezzanotte.,/fʊ konvokato ʊn konsiʎo dɪ medzːanɔtːe./,B1,Professional,"B1,Professional",
county,contea,/kontɛa/,Then is there the County Palatine.,Poi c'è la Contea Palatina.,/pɔi tʃe la kontɛa palatina./,B1,Professional,"B1,Professional",
crush,cotta,/kɔtːa/,"Well then, crush it, ” he said.","Bene, allora schiaccialo"", ha detto.","/bɛne, allora skjatʃːalo"", a detːo./",B1,Professional,"B1,Professional",
dating,incontri,/inkontrɪ/,In: When Did the Buddha Live?: The Controversy on the Dating of the Historical Buddha.,In: Quando è vissuto il Buddha: la controversia sulla datazione del Buddha storico.,/iːn: kwando e vissuto il budːa: la kontrovɛrsia sʊlla datatsione del budːa stɔriko./,B1,Professional,"B1,Professional",
declare,dichiarare,/dikjaɾare/,The venerables should declare their purity.,I venerabili devono dichiarare la loro purezza.,/i venerabilɪ devono dikjaɾare la lɔro pʊretsːa./,B1,Professional,"B1,Professional",
dedicate,dedicare,/dedikare/,To renounce is to dedicate one’s life to having less.,Rinunciare significa dedicare la propria vita ad avere meno.,/rinʊntʃare siɲifika dedikare la prɔpria vita ad avere meno./,B1,Professional,"B1,Professional",
defeat,sconfitta,/skonfitːa/,The knowledge may help us to defeat him!,Questa conoscenza potrebbe aiutarci a sconfiggerlo!,/kwesta konoʃɛntsa potrɛbːe ajʊtartʃɪ a skonfidʒːerlo!/,B1,Professional,"B1,Professional",
defend,difendere,/difɛndere/,How do you defend them?,Come li difende?,/kome lɪ difɛnde?/,B1,Professional,"B1,Professional",
deliver,consegnare,/konseɲare/,Shall I re-deliver you e’en so?,Devo riconsegnarti così?,/dɛvo rikonseɲartɪ kozi?/,B1,Professional,"B1,Professional",
demonstrate,dimostrare,/dimostrare/,"Moreover, the story below does not demonstrate violence.","Inoltre, la storia che segue non dimostra la violenza.","/inoltre, la stɔria ke seɡwe non dimɔstra la vjolɛntsa./",B1,Professional,"B1,Professional",
depart,partire,/partire/,I would your highness would depart the field.,Vorrei che Vostra Altezza lasciasse il campo.,/vorɾɛi ke vɔstra altetsːa laʃasse il kampo./,B1,Professional,"B1,Professional",
distribute,distribuire,/distribʊire/,The present Sangha should distribute it.,Il Sangha attuale dovrebbe distribuirlo.,/il saŋɡa atːʊale dovrɛbːe distribʊirlo./,B1,Professional,"B1,Professional",
district,distretto,/distretːo/,Our district will be London.,Il nostro distretto sarà Londra.,/il nɔstro distretːo saɾa londra./,B1,Professional,"B1,Professional",
dynasty,dinastia,/dinastia/,It was built by Chi-hoang-ti of the Dynasty Thsin.,Fu costruito da Chi-hoang-ti della dinastia Thsin.,/fʊ kostrʊito da kioaŋɡtɪ della dinastia tsin./,B1,Professional,"B1,Professional",
ecosystem,ecosistema,/ekozistɛma/,Ecosystems are degrading rapidly all around the Earth.,Gli ecosistemi si stanno degradando rapidamente su tutto il pianeta.,/ʎɪ ekozistɛmɪ sɪ stanno deɡradando rapidamente sʊ tutːo il pjaneta./,B1,Professional,"B1,Professional",
educate,educare,/edʊkare/,"The two little ones, whom Sophy educates, have only just left off de-testing me.","I due piccoli, che Sophy istruisce, hanno appena finito di de-testarmi.","/i due pikːolɪ, ke sofɪ istrʊiʃe, anno apːena finito dɪ detestarmɪ./",B1,Professional,"B1,Professional",
embarrass,imbarazzo,/imbaɾatsːo/,I believe our being here will but embarrass the interview.,Credo che la nostra presenza qui non farà altro che mettere in imbarazzo l'intervista.,/krɛdo ke la nɔstra prezɛntsa kwi non faɾa altro ke metːere in imbaɾatsːo lintervista./,B1,Professional,"B1,Professional",
engage,impegnarsi,/impeɲarsɪ/,With whom does he engage in discussion?,Con chi discute?,/kon kɪ diskute?/,B1,Professional,"B1,Professional",
entertain,divertirsi,/divertirsɪ/,In Tarquin’s likeness I did entertain thee.,Nelle sembianze di Tarquinio ti ho intrattenuto.,/nelle sembjantse dɪ tarkwinio tɪ o intratːenuto./,B1,Professional,"B1,Professional",
examine,esaminare,/ezaminare/,"In this way, he should examine himself.","In questo modo, dovrebbe esaminare se stesso.","/in kwesto mɔdo, dovrɛbːe ezaminare se stesso./",B1,Professional,"B1,Professional",
expedition,spedizione,/speditsione/,How much unlook’d-for is this expedition!,Quanto è attesa questa spedizione!,/kwanto e atːeza kwesta speditsione!/,B1,Professional,"B1,Professional",
farmland,terreni agricoli,/terɾenɪ aɡrikolɪ/,| A “village district” ( gāmakhetta ) is the village and surrounding farmlands.,"| Un ""distretto di villaggio"" ( gāmakhetta ) è il villaggio e i terreni agricoli circostanti.","/un ""distretːo dɪ villadʒːo"" ( ɡamaketːa ) e il villadʒːo e i terɾenɪ aɡrikolɪ tʃirkostantɪ./",B1,Professional,"B1,Professional",
flunk,bocciatura,/botʃːatura/,Donald is going to flunk.,Donald sarà bocciato.,/donald saɾa botʃːato./,B1,Professional,"B1,Professional",
forgive,perdonare,/perdonare/,Can you forgive my imprudence?,Potete perdonare la mia imprudenza?,/potete perdonare la mia imprʊdɛntsa?/,B1,Professional,"B1,Professional",
frying,frittura,/fritːura/,The whole town seemed to be frying in oil.,L'intera città sembrava friggere nell'olio.,/lintɛra tʃitːa sembrava fridʒːere nellɔlio./,B1,Professional,"B1,Professional",
govern,governare,/ɡovernare/,The Duke Shall govern England.,Il Duca governerà l'Inghilterra.,/il duka ɡoverneɾa liŋɡiltɛrɾa./,B1,Professional,"B1,Professional",
